"id","name","file","file_size","map_type","analysis_level","modality","target_template_image","description"
"839427","AHAB Subject0125 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0125_RegNeg_Beta.nii.gz","1674179","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839428","AHAB Subject0126 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0126_LookNeg_Beta.nii.gz","1679009","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839429","AHAB Subject0126 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0126_LookNeu_Beta.nii.gz","1679122","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839430","AHAB Subject0126 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0126_RegNeg_Beta.nii.gz","1679328","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839431","AHAB Subject0127 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0127_LookNeg_Beta.nii.gz","1754276","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839432","AHAB Subject0127 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0127_LookNeu_Beta.nii.gz","1754557","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839433","AHAB Subject0127 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0127_RegNeg_Beta.nii.gz","1754567","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839434","AHAB Subject0128 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0128_LookNeg_Beta.nii.gz","1660152","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839435","AHAB Subject0128 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0128_LookNeu_Beta.nii.gz","1658957","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839436","AHAB Subject0128 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0128_RegNeg_Beta.nii.gz","1658998","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839437","AHAB Subject0129 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0129_LookNeg_Beta.nii.gz","1691417","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839438","AHAB Subject0129 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0129_LookNeu_Beta.nii.gz","1691118","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839439","AHAB Subject0129 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0129_RegNeg_Beta.nii.gz","1690815","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839440","AHAB Subject0130 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0130_LookNeg_Beta.nii.gz","1610267","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839441","AHAB Subject0130 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0130_LookNeu_Beta.nii.gz","1609964","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839442","AHAB Subject0130 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0130_RegNeg_Beta.nii.gz","1610261","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839443","AHAB Subject0131 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0131_LookNeg_Beta.nii.gz","1720672","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839444","AHAB Subject0131 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0131_LookNeu_Beta.nii.gz","1721636","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839445","AHAB Subject0131 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0131_RegNeg_Beta.nii.gz","1721414","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839446","AHAB Subject0132 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0132_LookNeg_Beta.nii.gz","1698549","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839447","AHAB Subject0132 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0132_LookNeu_Beta.nii.gz","1697475","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839448","AHAB Subject0132 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0132_RegNeg_Beta.nii.gz","1699279","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839449","AHAB Subject0133 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0133_LookNeg_Beta.nii.gz","1596395","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839450","AHAB Subject0133 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0133_LookNeu_Beta.nii.gz","1595620","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839451","AHAB Subject0133 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0133_RegNeg_Beta.nii.gz","1595854","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839452","AHAB Subject0134 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0134_LookNeg_Beta.nii.gz","1661282","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839453","AHAB Subject0134 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0134_LookNeu_Beta.nii.gz","1661291","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839454","AHAB Subject0134 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0134_RegNeg_Beta.nii.gz","1660809","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839455","AHAB Subject0135 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0135_LookNeg_Beta.nii.gz","1716080","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839456","AHAB Subject0135 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0135_LookNeu_Beta.nii.gz","1715940","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839457","AHAB Subject0135 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0135_RegNeg_Beta.nii.gz","1715396","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839458","AHAB Subject0136 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0136_LookNeg_Beta.nii.gz","1705047","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839459","AHAB Subject0136 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0136_LookNeu_Beta.nii.gz","1704647","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839460","AHAB Subject0136 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0136_RegNeg_Beta.nii.gz","1704664","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839461","AHAB Subject0137 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0137_LookNeg_Beta.nii.gz","1769166","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839462","AHAB Subject0137 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0137_LookNeu_Beta.nii.gz","1769522","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839463","AHAB Subject0137 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0137_RegNeg_Beta.nii.gz","1768462","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839464","AHAB Subject0138 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0138_LookNeg_Beta.nii.gz","1682432","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839465","AHAB Subject0138 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0138_LookNeu_Beta.nii.gz","1683199","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839466","AHAB Subject0138 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0138_RegNeg_Beta.nii.gz","1682927","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839467","AHAB Subject0139 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0139_LookNeg_Beta.nii.gz","1595922","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839468","AHAB Subject0139 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0139_LookNeu_Beta.nii.gz","1595051","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839469","AHAB Subject0139 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0139_RegNeg_Beta.nii.gz","1594842","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839470","AHAB Subject0140 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0140_LookNeg_Beta.nii.gz","1693479","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839471","AHAB Subject0140 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0140_LookNeu_Beta.nii.gz","1693685","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839472","AHAB Subject0140 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0140_RegNeg_Beta.nii.gz","1693854","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839473","AHAB Subject0141 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0141_LookNeg_Beta.nii.gz","1658052","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839474","AHAB Subject0141 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0141_LookNeu_Beta.nii.gz","1657250","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839475","AHAB Subject0141 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0141_RegNeg_Beta.nii.gz","1657373","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839476","AHAB Subject0142 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0142_LookNeg_Beta.nii.gz","1755237","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839477","AHAB Subject0142 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0142_LookNeu_Beta.nii.gz","1752537","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839478","AHAB Subject0142 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0142_RegNeg_Beta.nii.gz","1754926","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839479","AHAB Subject0143 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0143_LookNeg_Beta.nii.gz","1762043","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839480","AHAB Subject0143 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0143_LookNeu_Beta.nii.gz","1761633","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839481","AHAB Subject0143 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0143_RegNeg_Beta.nii.gz","1761604","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839482","AHAB Subject0144 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0144_LookNeg_Beta.nii.gz","1678704","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839483","AHAB Subject0144 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0144_LookNeu_Beta.nii.gz","1680049","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839484","AHAB Subject0144 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0144_RegNeg_Beta.nii.gz","1678305","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839485","AHAB Subject0145 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0145_LookNeg_Beta.nii.gz","1742047","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839486","AHAB Subject0145 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0145_LookNeu_Beta.nii.gz","1741886","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839487","AHAB Subject0145 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0145_RegNeg_Beta.nii.gz","1742103","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839488","AHAB Subject0146 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0146_LookNeg_Beta.nii.gz","1867232","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839489","AHAB Subject0146 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0146_LookNeu_Beta.nii.gz","1865531","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839490","AHAB Subject0146 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0146_RegNeg_Beta.nii.gz","1866561","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839491","AHAB Subject0147 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0147_LookNeg_Beta.nii.gz","1692409","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839492","AHAB Subject0147 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0147_LookNeu_Beta.nii.gz","1693626","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839493","AHAB Subject0147 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0147_RegNeg_Beta.nii.gz","1692011","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839494","AHAB Subject0148 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0148_LookNeg_Beta.nii.gz","1846032","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839495","AHAB Subject0148 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0148_LookNeu_Beta.nii.gz","1844987","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839496","AHAB Subject0148 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0148_RegNeg_Beta.nii.gz","1845914","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839497","AHAB Subject0149 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0149_LookNeg_Beta.nii.gz","1620694","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839498","AHAB Subject0149 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0149_LookNeu_Beta.nii.gz","1621763","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839499","AHAB Subject0149 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0149_RegNeg_Beta.nii.gz","1622353","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839500","AHAB Subject0150 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0150_LookNeg_Beta.nii.gz","1741648","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839501","AHAB Subject0150 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0150_LookNeu_Beta.nii.gz","1741247","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839502","AHAB Subject0150 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0150_RegNeg_Beta.nii.gz","1741552","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839503","AHAB Subject0151 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0151_LookNeg_Beta.nii.gz","1790594","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839504","AHAB Subject0151 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0151_LookNeu_Beta.nii.gz","1790069","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839505","AHAB Subject0151 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0151_RegNeg_Beta.nii.gz","1790391","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839506","AHAB Subject0152 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0152_LookNeg_Beta.nii.gz","1673361","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839507","AHAB Subject0152 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0152_LookNeu_Beta.nii.gz","1671534","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839508","AHAB Subject0152 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0152_RegNeg_Beta.nii.gz","1672828","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839509","AHAB Subject0153 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0153_LookNeg_Beta.nii.gz","1719284","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839510","AHAB Subject0153 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0153_LookNeu_Beta.nii.gz","1719056","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839511","AHAB Subject0153 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0153_RegNeg_Beta.nii.gz","1717748","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839512","AHAB Subject0154 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0154_LookNeg_Beta.nii.gz","1684748","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839513","AHAB Subject0154 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0154_LookNeu_Beta.nii.gz","1684679","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839514","AHAB Subject0154 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0154_RegNeg_Beta.nii.gz","1684994","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839515","AHAB Subject0155 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0155_LookNeg_Beta.nii.gz","1811150","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839516","AHAB Subject0155 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0155_LookNeu_Beta.nii.gz","1810897","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839517","AHAB Subject0155 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0155_RegNeg_Beta.nii.gz","1811271","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839518","AHAB Subject0156 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0156_LookNeg_Beta.nii.gz","1669349","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839519","AHAB Subject0156 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0156_LookNeu_Beta.nii.gz","1670063","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839520","AHAB Subject0156 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0156_RegNeg_Beta.nii.gz","1669866","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839521","AHAB Subject0157 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0157_LookNeg_Beta.nii.gz","1619960","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
